ProteinAccession,GN,ProteinDescription,b1_s1_M_30,b1_s2_M_30,b1_s3_F_24,b1_s4_M_6,b1_s5_F_6,b1_s6_F_12,b1_s7_F_30,b1_s8_F_12,b1_s9_M_12,b1_s10_F_30,b1_s11_M_18,b1_s12_F_3,b1_s13_M_3,b1_s14_F_18,b1_s15_M_24,b1_s16_M_12,b1_s17_Ctr_Ctr,b1_s18_IR_IR,b2_s1_F_18,b2_s2_M_3,b2_s3_M_18,b2_s4_F_18,b2_s5_M_24,b2_s6_F_12,b2_s7_F_3,b2_s8_F_30,b2_s9_M_18,b2_s10_M_3,b2_s11_F_6,b2_s12_F_24,b2_s13_M_30,b2_s14_M_12,b2_s15_M_6,b2_s16_F_3,b2_s17_Ctr_Ctr,b2_s18_IR_IR,b3_s1_M_6,b3_s2_F_24,b3_s3_M_24,b3_s4_F_12,b3_s5_M_18,b3_s6_M_24,b3_s7_M_30,b3_s8_F_18,b3_s9_M_12,b3_s10_F_6,b3_s11_F_24,b3_s12_F_30,b3_s13_F_6,b3_s14_F_3,b3_s15_M_6,b3_s16_M_3,b3_s17_Ctr_Ctr,b3_s18_IR_IR,representative_isoform
sp|P61222|ABCE1_MOUSE,Abce1,ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1,80213.10132,53179.29945,45219.16433,50582.96893,59085.57018,50578.59561,61744.97115,54414.39823,47291.762,50978.52593,50927.50156,40991.89847,71024.11846,57916.7783,71040.78867,46537.95036,35392.28677,46552.06581,42910.04455,39385.86683,46531.39377,43005.29938,48027.30342,53651.08617,38698.30835,46691.48044,69979.6239,47263.98657,78752.30125,52062.98614,47397.87511,41723.22287,55231.10763,40004.81413,4714.434443,46552.06581,57016.57201,35084.27174,44246.20653,33457.34104,37553.76068,53460.46268,31695.67108,54879.3365,45324.6763,45780.68517,65978.34229,86075.9447,45420.15097,55971.20028,34018.83316,60069.46385,35813.56701,46552.06581,1
sp|Q6P542|ABCF1_MOUSE,Abcf1,ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1,19476.30464,16262.45476,14736.32499,16174.56817,16070.34075,25100.78678,21059.26562,16064.37902,16141.33885,14514.16556,18592.29869,15612.67214,22222.36113,16323.85947,20523.4494,19336.21506,9772.106384,23262.00527,19340.00614,22228.54534,17634.40616,24163.14936,18459.60902,19043.179,22103.61129,27342.60529,19088.04482,29996.70824,24040.12177,19043.0369,19564.37629,22412.7216,21488.46198,20620.6081,7902.882854,23262.00527,22834.46028,25510.58852,24169.6087,21983.41554,23709.21176,21394.07674,23842.28045,36683.38794,29794.59356,27107.39874,26595.62033,28141.01639,33390.09191,24173.42417,22580.5425,25285.88082,19289.58812,23262.00527,1
sp|Q99LE6|ABCF2_MOUSE,Abcf2,ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=2 SV=1,22487.83465,14905.49407,14302.53701,15198.11673,16883.24223,22697.06952,18430.31741,17105.53279,12925.1961,13683.51929,14082.32101,13820.50214,24409.3166,18880.92297,21497.7793,16221.01935,4972.276479,17152.97953,19422.99286,21837.31602,13804.83164,17163.72466,13202.34676,11663.01652,18063.20454,18853.74576,17640.00267,11283.40303,20351.24806,11751.95719,13964.33025,14265.43665,11969.78456,16372.95511,2492.723376,17152.97953,15848.92346,14208.16071,19417.41898,13065.34529,10764.06517,25147.96442,12353.67019,38219.68811,28466.16579,18968.71211,21893.9485,23752.21716,25998.43215,15882.11214,9977.947139,17599.94095,8288.158015,17152.97953,1
sp|Q8K268|ABCF3_MOUSE,Abcf3,ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=1 SV=1,27527.27987,17369.16954,12381.50655,17182.77684,18904.31775,34421.22967,16562.33495,15236.55278,16122.58882,16345.12111,17863.17273,12652.51502,32344.23569,21547.69101,26936.23819,18272.12988,10187.06921,17544.26939,13263.13415,18651.13442,12471.64821,13250.36166,14272.97061,12926.1854,15711.20965,17789.14975,13146.14446,7560.793939,18711.82956,12799.30625,12523.68564,15681.90302,9711.054089,11845.85581,5576.128505,17544.26939,14295.4591,11763.58688,14878.22241,12443.71762,10062.64604,20781.01957,11255.18715,31748.88727,27219.13382,15267.22656,21067.53924,23063.37999,24781.21938,17488.61524,12458.87347,18805.95291,12065.5833,17544.26939,1
sp|Q64343|ABCG1_MOUSE,Abcg1,ATP-binding cassette sub-family G member 1 OS=Mus musculus GN=Abcg1 PE=1 SV=1,32673.52597,36712.04094,27926.73452,25410.479,26636.07025,22603.77676,25736.04244,28796.6172,29860.99629,28157.7613,23932.73447,26782.07972,23264.46634,26728.80568,26395.61115,24119.99003,5291.854977,25956.29188,20702.64807,21917.3704,26075.1527,21536.68199,22446.53578,28204.54574,23687.85783,25266.57529,20537.83029,21603.7978,26622.6175,23538.85365,24211.16933,21467.20577,24142.63497,24600.80365,3369.29246,25956.29188,32177.31401,30993.45463,24397.3367,30235.30142,29185.30195,31243.42585,23755.9701,24399.51727,20544.49217,28828.14809,26663.46925,31309.06407,30042.03812,39321.28744,27584.56711,26276.95127,15161.89251,25956.29188,1
sp|Q99LR1|ABD12_MOUSE,Abhd12,Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2,144966.2889,128962.6385,124149.0227,131270.484,126830.9844,142367.1879,120750.4502,127800.2076,141759.7821,133275.0194,139616.9779,138359.5927,134292.6999,127160.9018,131093.5711,119647.4453,32000.57593,127695.9656,120024.3297,120003.3619,137719.0986,132559.2523,135395.2738,165460.6683,124608.2408,140146.2667,133885.5305,140807.1329,126372.1562,136989.2047,134780.4926,138299.6703,146810.9449,130264.2334,23238.28183,127695.9656,127542.6076,107467.2459,119297.0618,121285.8339,121361.051,134626.2493,133224.6783,124568.0857,124143.495,118035.8962,115120.2775,111650.5624,116937.8224,127691.2598,136326.5346,136001.8557,40240.43453,127695.9656,1
sp|Q9Z1Q2|ABHGA_MOUSE,Abhd16a,Abhydrolase domain-containing protein 16A OS=Mus musculus GN=Abhd16a PE=1 SV=3,220954.7227,198597.1626,193208.2167,205116.7258,191174.7401,193041.3924,153992.3683,178739.7505,211666.582,182545.8992,192193.1423,177027.9784,169763.5969,171785.8132,191530.064,153186.1047,53619.11698,177104.0615,143297.2013,146147.3014,189178.2106,154433.092,156164.2367,220520.3509,157651.3467,165235.248,170308.8921,200723.2599,172390.0078,164475.7467,182873.436,174015.4792,204186.9158,177891.7763,46140.00969,177104.0615,162185.4329,145594.7848,161953.1328,158250.5167,175119.1665,182369.6106,178558.8717,174042.9227,172273.1679,162863.4734,166518.6323,152242.598,171721.5774,166711.6459,187169.9998,172228.2742,76455.61667,177104.0615,1
sp|Q99JW1|AB17A_MOUSE,Abhd17a,Alpha/beta hydrolase domain-containing protein 17A OS=Mus musculus GN=Abhd17a PE=2 SV=1,200494.7554,194778.8097,183862.4641,172627.524,183062.2349,166459.9433,185392.7501,203324.8206,197180.2761,188942.0898,177063.8158,185242.4108,176091.6831,191709.6038,202258.0542,219772.5539,21067.98906,196571.1211,214928.1173,218489.003,230026.0695,214228.6918,223260.4952,210419.8912,210340.7642,205579.6597,214192.3679,205249.2767,211470.3789,205022.4124,192719.1713,211245.3516,211736.1792,212274.7166,29214.98112,196571.1211,187330.7403,180553.3019,182628.2739,173343.4548,170319.5657,167175.5529,170842.324,145610.7567,155056.1236,175150.9246,168773.8644,158769.5039,152169.0806,162653.2453,171347.9932,172800.2785,29721.7699,196571.1211,1
sp|Q7M759|AB17B_MOUSE,Abhd17b,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus GN=Abhd17b PE=2 SV=1,201127.3721,201933.1886,196348.3909,171451.3516,192889.5477,166974.2745,215127.5895,217398.1321,207945.6825,216389.8385,181088.3943,186878.2348,176465.5095,190702.1994,212058.4367,221012.064,22669.15962,194199.9823,234746.2044,227729.3476,234087.7769,230842.363,240058.3487,209622.5263,217036.8413,226736.0389,221944.9719,205382.2135,221500.7173,220370.8914,191762.5129,215819.6191,192554.5791,220120.8764,31598.12925,194199.9823,212366.2048,212261.0676,208346.4761,213225.0178,200709.4601,189790.3233,184810.2025,173037.5121,170150.8817,195676.9865,190695.8208,190871.9771,175144.2333,204248.4057,186661.1527,194552.561,37558.46907,194199.9823,1
sp|Q8VCV1|AB17C_MOUSE,Abhd17c,Alpha/beta hydrolase domain-containing protein 17C OS=Mus musculus GN=Abhd17c PE=2 SV=2,115143.4182,115146.735,109492.7692,103510.7611,111158.7963,92618.90005,116748.6306,116697.3398,115604.3947,113471.0528,100959.5709,97424.25657,101439.2478,104073.3859,114427.375,102811.6151,18737.1368,105177.1233,114152.9901,128002.3287,127002.6084,125415.7629,124399.2872,106639.7544,111314.4529,116121.4989,120189.2746,113111.5015,109883.6731,111613.4617,108128.9539,104810.3668,108624.9359,123717.3621,10629.36041,105177.1233,104823.7066,105614.4238,105693.3536,102284.0834,105405.9447,97435.25143,105114.0028,82178.56723,85792.61888,103719.2139,101242.702,96471.12858,85304.90084,95107.95691,103280.0925,89243.07062,15937.90139,105177.1233,1
sp|Q8VD66|ABHD4_MOUSE,Abhd4,Abhydrolase domain-containing protein 4 OS=Mus musculus GN=Abhd4 PE=2 SV=1,117943.4054,108390.4812,123978.6988,109366.9499,104246.8017,161681.5653,120301.7368,111350.2177,100387.3837,143651.6209,144002.9627,97401.39212,121735.8631,94287.91331,105488.6847,104910.6634,43107.92722,116384.804,106053.6338,103613.8988,105281.7247,113822.7945,132492.4662,104590.5225,91241.10231,135612.8821,130534.9924,92781.27024,86413.19756,109787.7051,104000.9792,102620.7214,111775.6197,93345.00071,19537.88128,116384.804,81375.06369,119294.5454,87742.54839,108449.9454,100354.4645,105274.9894,117498.1878,121260.9948,138927.0164,87750.3204,108784.2936,114766.9277,106996.7292,93605.24597,109960.7749,100632.677,33232.98027,116384.804,1
sp|Q8R2Y0|ABHD6_MOUSE,Abhd6,Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=2 SV=1,80175.14052,78883.38623,77390.9178,89556.48065,89616.74476,83066.57676,75701.59685,83322.53516,83033.69786,86035.82839,73022.75018,72839.02286,70207.37206,70324.64836,79931.45912,81201.17667,22764.68122,76038.52978,84020.50656,89026.03152,95890.14297,95809.76547,97738.14404,96812.68071,93814.00262,87536.63727,95716.47383,87237.55012,85152.15987,84900.21584,80409.35374,76724.97374,92230.33628,87799.3772,15411.042,76038.52978,68717.03818,63031.27653,63979.79857,69139.91979,76165.23348,73848.5113,72847.41167,68956.502,73414.90227,65134.98229,67342.68315,67109.03368,70411.29751,77149.3846,76673.38317,74269.9337,26218.55215,76038.52978,1
sp|Q8CBW3|ABI1_MOUSE,Abi1,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3,49539.66774,39407.56412,39240.56736,41080.19597,43431.88518,58614.33358,43557.63087,45364.65184,38761.61143,37660.55058,44918.98708,40570.8117,53374.30242,48393.55404,49434.47788,44888.37275,19618.82916,44937.23764,38946.16467,57496.05181,40722.73492,42700.05846,42779.67033,41686.73665,48760.47548,48123.96121,41996.55275,36769.79176,52099.25538,35510.4534,39240.17913,38892.51329,36588.29406,39032.70269,11705.5717,44937.23764,46520.68679,41018.14519,42114.61961,34615.61653,36365.80999,46332.02434,37999.01001,63850.13484,59200.81703,39701.40664,50448.9971,56095.46568,52015.82059,51718.92598,39936.43132,52184.67567,19418.08084,44937.23764,1
sp|P62484|ABI2_MOUSE,Abi2,Abl interactor 2 OS=Mus musculus GN=Abi2 PE=2 SV=1,69821.22992,52030.31758,51894.90985,57005.79491,56568.17023,84406.07922,57525.9662,57145.46853,47514.79493,46869.43724,57412.94645,53981.70892,73922.30705,63838.28314,67392.64716,58221.64926,21063.6141,60677.87666,55145.66809,82998.81311,55547.53565,63673.95552,59267.88178,54429.45342,69936.90816,68555.88893,54795.49624,48985.55436,71869.73469,48889.40876,53032.71945,55288.05569,48209.65984,52546.321,13715.54507,60677.87666,55273.61506,50205.01728,58674.84284,45663.22417,45754.19503,62847.84893,45117.4319,86930.58983,82174.28368,53509.22801,71970.74484,80218.42519,68860.86434,59613.67656,48945.28027,63166.92049,23915.40204,60677.87666,1
tr|A0A087WRS3|A0A087WRS3_MOUSE,Abi2,Abl interactor 2 OS=Mus musculus GN=Abi2 PE=4 SV=1,69821.22992,52030.31758,51894.90985,57005.79491,56568.17023,84406.07922,57525.9662,57145.46853,47514.79493,46869.43724,57412.94645,53981.70892,73922.30705,63838.28314,67392.64716,58221.64926,21063.6141,60677.87666,55145.66809,82998.81311,55547.53565,63673.95552,59267.88178,54429.45342,69936.90816,68555.88893,54795.49624,48985.55436,71869.73469,48889.40876,53032.71945,55288.05569,48209.65984,52546.321,13715.54507,60677.87666,55273.61506,50205.01728,58674.84284,45663.22417,45754.19503,62847.84893,45117.4319,86930.58983,82174.28368,53509.22801,71970.74484,80218.42519,68860.86434,59613.67656,48945.28027,63166.92049,23915.40204,60677.87666,0
sp|Q4JIM5|ABL2_MOUSE,Abl2,Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1,24558.89843,24051.95184,22194.80684,22283.12276,22430.89113,30546.13518,23655.64551,21233.9675,20540.35189,20890.97391,22326.58098,23511.07051,27138.79916,24668.3463,23508.99192,30313.54788,7963.381778,25112.37917,21286.07154,23369.78061,23983.65436,22613.50264,23077.8768,19448.67882,27422.08803,26481.6558,24763.69272,19211.08505,26917.63325,24030.17384,22474.31939,24071.24641,20663.73054,25272.99947,5790.013903,25112.37917,22172.15036,27747.13424,24461.64349,25028.17731,16734.92058,29505.51456,20488.41213,34677.51026,31257.59136,25574.44339,22627.16063,23086.5203,37276.96813,20939.20973,17889.72001,23484.44548,12050.36879,25112.37917,1
sp|Q5SSL4|ABR_MOUSE,Abr,Active breakpoint cluster region-related protein OS=Mus musculus GN=Abr PE=1 SV=1,138613.2435,106598.56,104763.4393,118810.2043,114095.2155,255268.0765,125209.1588,106750.5802,103242.84,111503.464,158656.2294,122535.2185,199108.955,143218.6412,149831.9532,148573.3748,94460.85061,142311.8203,126030.6996,172304.3562,88052.8709,125306.7658,104185.1554,116107.2149,113998.3556,151433.8807,100822.7301,66740.49841,163255.2526,112456.4962,106641.3557,126702.336,108221.3393,92791.0932,57665.51951,142311.8203,119116.6408,94935.92281,116470.1141,99354.07084,77469.33469,168592.7777,105232.2601,254910.231,245734.2465,133267.3386,176100.6872,215455.4201,211230.629,157814.276,149562.0546,177074.5808,106935.8791,142311.8203,1
sp|Q921H8|THIKA_MOUSE,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1",12255.00791,11187.11519,10971.01266,12596.50866,10393.81571,19476.40671,11761.50493,11455.21736,10847.86361,12049.6442,9434.31001,10418.19347,11833.03497,8789.866202,9336.587933,11711.63101,2770.512,13639.3027,15505.7992,12768.98134,21865.95172,18324.39974,16632.98486,16119.49099,17566.57004,14438.38866,13685.35499,14385.23538,12690.90192,16345.75444,17519.90358,17070.99824,12848.23814,14786.59923,1988.852465,13639.3027,11421.88894,11368.94271,10497.78959,13032.58985,8271.573864,14246.36003,12177.2887,17441.47811,13261.74076,10908.79242,11546.50179,9757.6698,11332.63558,12423.27845,12698.1739,14192.99018,4087.259954,13639.3027,1
sp|Q5SWU9-2|ACACA_MOUSE,Acaca,Isoform 2 of Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca,288862.8127,301875.5338,294531.4866,276690.3245,306032.2298,234165.7266,354962.0546,286820.5083,272069.3063,296258.0935,236956.4127,268680.9758,246675.8289,311709.5576,323149.6724,283762.7088,44987.36438,284750.3143,254990.304,257624.0903,282590.5656,314826.5892,308964.7026,295145.063,275459.3162,318868.824,296617.3228,302079.4897,289042.673,298324.4595,298299.3752,322670.4071,266724.0441,297962.985,31224.01171,284750.3143,307025.1061,314134.5503,324184.4967,310344.5537,317575.4556,290588.3234,278865.3931,296949.2535,256488.7963,302343.2614,334025.0912,321144.3413,272702.7346,289551.0553,254527.4304,282203.4237,56511.70992,284750.3143,0
sp|Q5SWU9|ACACA_MOUSE,Acaca,Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1,289466.1699,300689.7767,294614.1745,275797.3016,305881.6701,235670.0381,353793.7132,286315.3223,271581.9354,295724.2442,237258.3254,268545.7824,248255.2993,311114.5006,323201.015,284027.2433,45147.83824,284082.7122,254132.9295,257209.2881,281702.2621,313514.234,307836.427,293518.6082,274802.1221,317928.3483,295362.3523,301449.783,288386.18,297656.5117,297617.281,321727.9359,266556.8338,297457.9061,31242.17714,284082.7122,306977.2947,313266.2025,324024.8198,309931.2381,317343.793,290174.9548,278308.3989,296829.8875,256591.7213,302131.9231,333919.0319,321095.7073,272564.0215,289315.4009,254617.5801,282046.7795,56465.37874,284082.7122,1
sp|P50544|ACADV_MOUSE,Acadvl,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3",458402.7152,642395.4453,673641.9785,625281.6011,687299.5857,1063656.304,621729.9605,595232.747,468613.8748,586345.5793,1335422.885,435455.7674,948293.2727,482677.3929,440679.9592,573636.1981,79424.36803,527422.3383,304805.7544,514959.4721,458709.5991,328305.3341,401850.4788,367418.3658,497096.0546,320451.7656,357131.8733,301881.6454,396053.0119,424460.6866,492033.2951,493861.5129,580839.3035,308010.9365,42994.1934,527422.3383,383057.5678,500158.1075,490773.309,360420.8137,437720.1418,496119.6896,687340.985,633466.6865,922267.9292,364705.3304,394175.6915,561542.4945,629162.9674,451752.7599,635385.5557,403880.8971,78318.60627,527422.3383,1
sp|Q6ZQK5|ACAP2_MOUSE,Acap2,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Acap2 PE=1 SV=2",106687.6474,101463.649,92635.28105,97143.95104,95970.35456,101492.1439,89870.73279,102689.998,82811.84183,100508.9185,102458.6342,99758.30945,102367.0554,103370.0053,105343.8971,102550.4886,21277.66127,100352.4478,87126.82675,117725.0871,66298.10176,89350.29251,72339.59356,88506.38066,96991.67866,107154.776,93118.18981,63931.03901,118090.0523,86889.02623,91029.38221,100357.8528,83942.24648,78975.20676,44701.42043,100352.4478,85326.57321,72985.09577,86173.3833,71746.32682,56604.73784,113057.8079,78583.58753,175903.5978,167210.507,86805.94073,124861.9375,135734.0423,137762.4673,96816.13553,97270.92002,117494.4643,67130.84091,100352.4478,1
sp|Q8BMP6|GCP60_MOUSE,Acbd3,Golgi resident protein GCP60 OS=Mus musculus GN=Acbd3 PE=1 SV=3,30003.27795,29440.67057,28652.60242,27653.68505,29027.73849,33717.29161,29562.44917,29600.8039,26029.45052,28124.36654,27849.75101,24320.6029,32797.50486,29739.49222,31565.01754,28524.93484,5963.415609,26212.55302,22062.80767,24510.33916,23729.01651,24353.27682,22915.94418,25534.53008,24011.20976,27646.89783,27951.04836,17369.9877,26347.83056,23965.39143,24677.92576,24948.56187,19194.41737,20475.49854,3151.228084,26212.55302,23699.04866,27397.88125,26925.52213,26415.48387,21942.41833,30378.0311,24544.7623,28128.08637,31197.83305,26285.91855,26333.04161,26692.6638,24114.55876,29381.41107,24126.91522,25293.6288,9821.662029,26212.55302,1
sp|P09470|ACE_MOUSE,Ace,Angiotensin-converting enzyme OS=Mus musculus GN=Ace PE=1 SV=3,52705.25985,59350.98386,56266.52832,51195.32123,52121.18186,50309.77197,53604.48101,57082.74345,53479.18836,52654.90825,56066.93767,50826.71787,44315.93354,53747.58322,52885.10162,65103.34999,7190.825813,54844.54498,49409.5627,50487.72632,63265.03685,54350.24252,61737.47442,54225.53535,57748.75761,46634.23637,56087.22903,49927.33465,49179.03844,54997.65537,57077.89129,64224.36762,59128.53809,52988.77346,6942.5965,54844.54498,53342.44148,58844.74853,63766.14199,56465.31844,53357.04575,56975.6081,65587.85881,52976.75778,54407.71538,53203.02944,54573.20838,49607.95266,53281.65981,48578.16458,54906.7709,53983.28976,10308.94347,54844.54498,1
sp|P21836|ACES_MOUSE,Ache,Acetylcholinesterase OS=Mus musculus GN=Ache PE=1 SV=1,19810.32996,17040.72651,15977.68023,16081.86033,19411.09721,19486.2496,14143.56087,16939.54441,19901.37975,21493.5951,19348.79201,18027.98752,15717.81915,17300.88635,19624.77417,15778.94662,5283.463171,17794.19533,17626.29783,16346.68375,19860.31577,17019.51205,18273.44775,20906.84363,16982.54157,18788.4138,16720.36578,19282.42217,18593.16315,15928.14428,17165.01188,20894.46632,21039.70038,17951.82199,4310.276063,17794.19533,16096.02907,14650.18426,19477.66703,18144.23063,19259.06566,17694.86075,19850.89367,17265.47596,18853.31035,18426.41815,19833.71621,16637.38222,16224.76753,18281.5457,19754.70745,17672.99172,7767.724443,17794.19533,1
sp|Q9JIX8|ACINU_MOUSE,Acin1,Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1 PE=1 SV=3,57342.81048,50268.6532,57585.84486,64268.09038,60344.53209,69721.02984,59420.71718,54257.61674,53936.63961,64582.18818,61878.18206,56261.45808,78969.29147,62435.7493,60534.93413,63181.17977,15689.39538,53540.03465,32195.85427,45352.90403,44637.75526,52652.90642,41427.60526,57726.69425,60022.61896,52592.67876,65622.97611,108971.4158,47795.92793,68084.78757,43005.7824,49289.85265,55828.52312,39883.4948,11175.18493,53540.03465,44767.16633,60255.30468,53030.70613,39815.00825,86719.58321,55389.30747,62240.46246,50070.93506,66879.08914,46722.91131,52016.99842,46053.25868,57205.37746,72692.40208,73801.62133,68917.67161,23255.3725,53540.03465,1
sp|Q9JIX8-4|ACINU_MOUSE,Acin1,Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1,57003.40379,50567.34571,57958.20249,63405.9008,60971.19366,69518.29581,59792.1691,54519.80832,53241.23308,63955.08465,62358.06789,56459.67895,79829.02261,62899.98693,60354.87017,63097.91382,15553.30262,53265.95918,32031.04127,45120.7391,44409.25123,52383.37222,41215.53422,57431.18695,59715.35865,52323.45287,65287.04715,108413.5829,47551.25697,67736.25642,42785.63256,49037.53418,55542.7327,39679.32818,11117.97832,53265.95918,44336.17354,59031.91085,52916.47794,40420.90231,83841.99546,55806.90583,61245.46422,49712.7438,65571.73789,46654.34477,52353.49174,46434.34022,57222.29933,72323.53176,72396.06295,68775.86734,21030.14894,53265.95918,0
sp|Q91V92|ACLY_MOUSE,Acly,ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1,87565.19984,68625.75825,64937.14629,73048.3323,79620.0731,64819.76485,87026.58387,74339.19448,52895.79383,59723.46994,54726.71845,67453.72742,87902.32194,81746.43871,91747.33141,69369.16253,41119.26509,78985.52875,90040.45668,105116.7651,67233.09879,92480.13775,92060.96821,66923.81737,79332.71143,79891.34482,61016.67892,61279.49127,102617.278,66868.94345,79432.82703,76029.57373,62423.60473,73286.00789,29157.58202,78985.52875,80138.20649,76755.30198,84685.64239,70425.56534,68964.83042,95281.0357,66975.97327,88578.20574,78569.30964,88537.8671,101058.8396,116152.5545,70592.35489,83358.74654,69271.12516,87165.48365,57355.01622,78985.52875,1
sp|Q99KI0|ACON_MOUSE,Aco2,"Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",46485.72237,35468.84983,35983.23533,49332.97189,36968.47511,75444.83494,38188.48367,43222.99778,60722.66699,41055.97571,35259.07083,39349.92485,39527.1368,32416.70828,30343.23636,39143.36258,15390.63551,39467.82817,28253.58659,27902.75497,28565.11214,27730.66456,27821.29731,35414.08513,30715.02704,35315.44156,43040.47425,171281.0974,31885.69703,52084.79111,42736.61955,28092.01049,31913.4897,29581.72426,8842.355087,39467.82817,25452.66709,23249.95916,26244.12259,22555.02659,71499.09142,47049.10061,56354.94899,82686.5435,43306.61751,52638.87741,29510.36057,34896.61881,38588.00966,42111.22882,33573.50521,39241.24636,19190.72977,39467.82817,1
sp|Q8VHQ9|ACO11_MOUSE,Acot11,Acyl-coenzyme A thioesterase 11 OS=Mus musculus GN=Acot11 PE=2 SV=1,1182434.979,1289958.106,1253988.488,1419324.656,1160257.566,868411.3837,1229862.387,1069181.19,878329.2588,1396974.249,1027904.841,1075775.406,931889.7661,1021976.428,1208672.338,925338.7431,145481.0904,1009971.208,932763.4989,984438.0997,926982.0605,938078.5808,1087713.931,1039658.522,1003115.511,1524166.45,1115315.843,866476.324,924286.8266,1116172.918,1022501.901,803238.4478,882406.1184,973630.9115,93218.61832,1009971.208,937095.8327,1083189.569,830467.3005,1213571.83,824386.8082,1096924.24,875317.8202,862917.4334,775246.2213,1081976.703,1081403.434,1158082.458,863399.1704,992044.2369,998125.3811,707991.5706,134738.5765,1009971.208,1
sp|Q91V12|BACH_MOUSE,Acot7,Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=2,63453.27853,44449.45736,37200.83465,41413.75583,51264.37315,37028.31789,59375.65445,59275.43104,27264.39728,37026.49804,31817.46494,38646.41078,90183.9986,50237.07524,51897.79069,38958.70813,30471.88322,42944.29042,43577.66425,71232.20065,45315.80325,56673.49572,61821.66913,48729.84122,62109.92172,49479.09625,46213.36374,36636.09954,68281.8279,43358.52916,40262.01924,40319.69992,32867.54067,37378.44288,8552.957002,42944.29042,40375.00616,31374.05438,39042.27232,29546.67679,18366.30891,35785.59497,23661.69146,56456.53181,36973.27338,29892.60536,41000.34418,62440.27821,32556.8384,34437.23781,23113.93385,45049.05854,10553.77029,42944.29042,1
sp|P24638|PPAL_MOUSE,Acp2,Lysosomal acid phosphatase OS=Mus musculus GN=Acp2 PE=2 SV=2,106864.0269,103712.0239,99686.67577,97585.9425,96415.14925,74988.25337,77991.7363,75341.48683,117573.3529,91713.59249,88115.28677,99028.08697,76408.9847,98051.23571,88282.05397,93972.97769,16354.91819,86080.52194,106309.3761,91434.92067,96968.62665,88598.18504,85841.72909,113782.1605,85903.64765,95009.62397,80984.85912,79078.09884,91112.97379,81703.12593,103068.8226,90717.92804,93667.99175,104592.5227,11623.73582,86080.52194,83658.64684,75422.88358,85718.59845,91564.31324,79782.13938,88999.63217,91814.64078,72173.59481,79412.92163,83154.97344,80520.28146,76919.49654,78547.92651,76421.69665,74188.39117,83716.32735,18976.99441,86080.52194,1
sp|Q3V140|ACRBP_MOUSE,Acrbp,Acrosin-binding protein OS=Mus musculus GN=Acrbp PE=2 SV=1,46356.59126,40622.64515,37329.79326,47961.96807,34135.19711,99330.87179,37697.63594,31910.88126,38537.79962,38716.94741,61942.74647,46965.88271,67781.83245,45115.41846,49389.83879,56099.69311,11298.52,38163.26469,20767.57013,34918.57365,14260.53109,24565.87116,24076.44972,23390.19594,24449.25978,33405.52624,24432.98598,14662.60554,32146.24069,29306.26628,21565.11544,28232.72734,26932.87806,20754.48213,7537.29259,38163.26469,27086.92289,23874.79914,31907.41099,20759.8951,15837.12475,46524.77596,29144.8362,76006.90207,69816.94314,30012.52853,41895.81025,47649.52417,61416.99891,34506.13748,41632.06842,53916.67419,20370.04591,38163.26469,1
