"ProteinAccession","GN","ProteinDescription","b1_s13_M_3","b2_s2_M_3","b2_s10_M_3","b3_s16_M_3","b1_s4_M_6","b2_s15_M_6","b3_s1_M_6","b3_s15_M_6","b1_s9_M_12","b1_s16_M_12","b2_s14_M_12","b3_s9_M_12","b1_s11_M_18","b2_s3_M_18","b2_s9_M_18","b3_s5_M_18","b1_s15_M_24","b2_s5_M_24","b3_s3_M_24","b3_s6_M_24","b1_s1_M_30","b1_s2_M_30","b2_s13_M_30","b3_s7_M_30","b1_s12_F_3","b2_s7_F_3","b2_s16_F_3","b3_s14_F_3","b1_s5_F_6","b2_s11_F_6","b3_s10_F_6","b3_s13_F_6","b1_s6_F_12","b1_s8_F_12","b2_s6_F_12","b3_s4_F_12","b1_s14_F_18","b2_s1_F_18","b2_s4_F_18","b3_s8_F_18","b1_s3_F_24","b2_s12_F_24","b3_s2_F_24","b3_s11_F_24","b1_s7_F_30","b1_s10_F_30","b2_s8_F_30","b3_s12_F_30","b1_s18_IR_IR","b2_s18_IR_IR","b3_s18_IR_IR","b1_s17_Ctr_Ctr","b2_s17_Ctr_Ctr","b3_s17_Ctr_Ctr"
"sp|P41234|ABCA2_MOUSE","Abca2","ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=4",205507.0711,219988.2368,249033.4385,257260.2785,273427.7621,306836.0855,278406.9301,249475.7737,333565.722,272173.4999,306058.1708,229880.3925,245518.5448,291999.5598,263096.4877,257895.9369,251997.3525,282408.9798,322243.4208,265828.6358,316634.1377,328866.7357,303598.7084,308880.4214,293695.7989,259040.7651,298903.3856,243812.8688,261307.2257,276621.7091,294134.6739,233460.57,207977.4547,230797.8862,305642.7885,258907.7061,291036.8583,288834.5606,247613.2223,242405.6,291539.559,271665.0549,255676.6211,257675.637,258897.9568,260952.3226,264857.9575,219674.2016,258802.6544,258802.6544,258802.6544,42217.03145,33324.37817,55501.78102
"sp|Q8R420|ABCA3_MOUSE","Abca3","ATP-binding cassette sub-family A member 3 OS=Mus musculus GN=Abca3 PE=2 SV=3",119876.3261,131455.5821,129585.5354,131344.3455,125305.5676,141000.7841,136212.0623,135905.9082,124588.4765,136182.4807,138239.1751,126161.2862,124820.1153,133980.1969,138479.7781,133454.3712,131234.7519,135308.0207,140136.7194,135611.9099,100810.7004,128438.4438,134153.3158,137802.1079,132188.6475,136520.9555,132352.0643,138998.3414,126560.9949,122542.6741,131070.8493,124555.0151,113213.3182,123252.7745,129905.8755,140412.4229,125812.0829,121404.7278,136102.4149,118538.8708,127408.0225,143044.0671,146480.686,136000.5299,125803.9256,123039.5346,130062.6218,136128.6581,130072.4961,130072.4961,130072.4961,18742.76776,14556.96748,23605.63668
"sp|Q8K448|ABCA5_MOUSE","Abca5","ATP-binding cassette sub-family A member 5 OS=Mus musculus GN=Abca5 PE=1 SV=2",333378.3412,350438.7306,376220.9219,404811.657,367216.0971,473290.3855,423047.3762,400679.3917,396697.1361,436431.0075,496725.2623,352284.3859,378733.954,442848.1702,405910.4449,416613.332,384830.1787,412395.8645,480746.9469,434273.4882,299798.786,403028.1812,453905.6889,426805.9659,384139.1726,439341.6373,392289.3624,383548.3515,386158.7833,372653.4644,380939.9704,365657.1954,342177.3399,373728.9943,420246.9249,410554.9163,383651.6196,345306.1081,361478.4966,365339.6318,377949.7447,412135.252,417290.837,359326.7069,343902.1326,346398.4625,341389.8965,306766.2094,392593.546,392593.546,392593.546,43333.68937,34653.31644,60145.5827
"sp|Q8K441|ABCA6_MOUSE","Abca6","ATP-binding cassette sub-family A member 6 OS=Mus musculus GN=Abca6 PE=2 SV=2",20789.20381,20077.60369,22938.11558,31793.84167,20889.51647,27043.78092,31282.68146,28977.37929,23277.92145,26972.65899,27809.5027,29474.88997,25722.68483,27902.48592,23606.99319,32308.85846,23822.85612,25226.18677,36939.91805,35337.88163,25486.07439,26135.66252,23349.01875,28208.30997,22870.21566,24670.50786,20581.47291,28475.2317,20890.09651,22459.16593,30417.02932,22449.41197,22846.14759,22786.19411,22526.75764,29416.46226,20902.10692,20353.40728,18665.91459,28779.1529,24158.11564,22114.68555,29049.7519,27968.26808,22465.57634,20420.61948,24559.64383,24595.2629,25682.93829,25682.93829,25682.93829,6600.938441,6280.759747,6542.350947
"sp|Q8K440|ABC8B_MOUSE","Abca8b","ATP-binding cassette sub-family A member 8-B OS=Mus musculus GN=Abca8b PE=2 SV=2",57473.64619,48053.43879,49460.52518,53786.20859,54671.60198,56589.76505,46457.59432,47790.71561,64755.2457,61172.64439,54807.96126,48046.20147,60355.24191,57300.89585,51216.85321,49777.17775,59067.79721,49164.92263,56920.74126,57553.7279,56814.9342,60938.19935,54864.53775,59481.08034,62598.70184,56065.7929,51210.60152,51595.9618,60814.91191,55055.35328,52428.71973,49233.71074,55863.26986,70429.82277,50737.7023,54767.60333,64156.74922,49129.27714,54310.58268,50695.10353,66083.14395,57496.68416,61487.40257,50516.70964,62823.84693,70999.25353,50012.97439,48355.74816,52014.17427,52014.17427,52014.17427,10707.49284,6248.347189,11726.1879
"sp|P21447|MDR1A_MOUSE","Abcb1a","Multidrug resistance protein 1A OS=Mus musculus GN=Abcb1a PE=1 SV=3",20449.91811,15255.34291,18497.49577,20924.38721,25318.18547,21407.04894,21633.41992,16934.84876,20576.39607,29637.58203,23427.95742,17346.07582,23306.22223,21797.73791,17184.70511,18888.16661,20350.15242,18016.66718,23233.34594,26430.66638,24519.20527,23908.82878,19909.81112,22858.37504,25780.50421,21838.44715,17986.84586,17259.5045,28867.62207,18151.42043,23138.95769,19122.6563,21855.74318,35099.07038,15454.32402,20019.97581,25711.95243,16869.84539,16862.05227,19782.04135,29511.42615,22812.21271,22064.20686,15625.02059,21020.95892,22589.25047,15719.34425,16758.23233,22345.2054,22345.2054,22345.2054,2522.040975,2221.263711,4227.092109
"sp|P21440|MDR3_MOUSE","Abcb4","Multidrug resistance protein 3 OS=Mus musculus GN=Abcb4 PE=2 SV=2",20449.91811,13736.90541,14686.03704,20769.80274,25318.18547,23552.07042,22185.3215,20305.14618,20576.39607,29637.58203,20649.04801,20195.95103,23306.22223,18133.65292,15694.3141,20801.89258,20350.15242,16057.23575,21473.70828,26625.87342,24519.20527,23908.82878,19037.4408,23827.32369,25780.50421,20991.7617,19095.91126,19696.95217,28867.62207,17632.27732,22887.16993,18196.57936,21855.74318,35099.07038,15376.4901,19702.07923,25711.95243,14463.29331,12861.20476,20750.52295,29511.42615,20969.51753,20971.41532,18762.97004,21020.95892,22589.25047,14184.14502,18585.64943,22345.2054,22345.2054,22345.2054,2522.040975,1876.941015,2524.950156
"sp|Q9JJ59|ABCB9_MOUSE","Abcb9","ATP-binding cassette sub-family B member 9 OS=Mus musculus GN=Abcb9 PE=2 SV=1",22000.88023,23611.29706,21768.16743,20443.65224,23359.48789,24790.46137,20919.18644,21262.93176,21447.45796,26475.52738,25452.22352,19847.07651,21891.3141,26297.59234,20660.57473,20905.06085,21573.18941,21606.70892,20963.19507,23503.12887,27037.50475,22639.61489,26383.1942,21733.72175,25653.91979,21424.61115,24419.86958,22542.30513,26364.86021,26162.82099,24326.50568,21697.07036,21093.20655,27403.8201,25869.49712,21243.31802,23609.26254,23858.90478,22847.38509,20577.23334,24379.93035,19797.23808,21847.62335,19953.86907,21985.29102,20032.79151,25629.15997,20689.39995,22444.07898,22444.07898,22444.07898,4945.861364,2770.695624,4435.127453
"tr|E9Q236|E9Q236_MOUSE","Abcc4","Protein Abcc4 OS=Mus musculus GN=Abcc4 PE=1 SV=1",30527.47966,14308.29001,24278.80984,22365.04996,24181.86894,24669.29386,19525.19,20389.7049,20746.49742,27265.63347,26524.01134,18715.85695,30366.61267,18280.22442,18521.52225,21749.80475,31321.50583,17237.42013,21642.06597,22816.01921,20295.31178,23345.26435,24160.22624,24956.86795,32039.95088,19653.11579,29296.24989,24593.72612,23173.3497,23261.7468,23123.59117,19800.59683,18905.06622,24290.87839,21277.24764,26890.83172,26661.04908,16646.2762,16819.5653,25488.15351,23413.77639,20453.29569,25121.01392,20587.85153,23001.83689,26646.47969,20620.43644,26941.60767,24646.64565,24646.64565,24646.64565,13198.1,22576.14017,10700.59173
"sp|Q9R1X5|MRP5_MOUSE","Abcc5","Multidrug resistance-associated protein 5 OS=Mus musculus GN=Abcc5 PE=1 SV=2",27749.63611,36544.96679,38058.47547,38819.15418,33506.15083,36927.03404,39910.86189,35343.48421,31727.66118,37529.13013,41801.32334,35822.83468,29607.30714,41426.01345,34856.98681,37631.5627,32124.89752,36951.42762,47092.76592,44136.22924,31277.43148,36334.8384,40598.09158,44061.62684,33344.73891,34593.6491,43325.72489,38971.41203,31460.70517,36798.24342,39386.69607,36909.13867,26573.46131,31083.07323,37851.27942,40584.50754,32924.32642,40297.16165,38101.08881,37003.99086,32534.8904,34841.31251,41756.69926,34455.99761,30385.02386,27262.27386,33825.25787,32413.77626,36684.194,36684.194,36684.194,5892.023766,6731.595098,8990.972806
"tr|B2RUS7|B2RUS7_MOUSE","Abcc8","ATP-binding cassette, sub-family C (CFTR/MRP), member 8 OS=Mus musculus GN=Abcc8 PE=2 SV=1",14561.50654,17988.94554,12041.65594,14796.95225,9978.879408,14169.10833,14655.11424,14929.96153,16298.60125,18588.27983,16389.94758,12901.98461,16995.45929,14284.41489,14076.76296,11061.40109,14141.38796,15179.68227,13245.92043,11842.76624,14312.09549,12911.8516,15859.66599,17124.97129,15356.86017,14083.97088,13669.19905,14666.12189,9744.426487,15576.94859,14218.5848,10475.3743,13532.69975,14720.91281,14130.9844,12667.41475,15191.39225,15960.48666,15508.20561,13083.3449,10818.38898,15592.99376,14036.38468,11626.25685,16003.37605,14007.98022,12504.91297,15047.81195,16923.42266,16923.42266,16923.42266,2594.15941,3323.802138,13510.64342
"sp|P61222|ABCE1_MOUSE","Abce1","ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1",71024.11846,39385.86683,47263.98657,60069.46385,50582.96893,55231.10763,57016.57201,34018.83316,47291.762,46537.95036,41723.22287,45324.6763,50927.50156,46531.39377,69979.6239,37553.76068,71040.78867,48027.30342,44246.20653,53460.46268,80213.10132,53179.29945,47397.87511,31695.67108,40991.89847,38698.30835,40004.81413,55971.20028,59085.57018,78752.30125,45780.68517,45420.15097,50578.59561,54414.39823,53651.08617,33457.34104,57916.7783,42910.04455,43005.29938,54879.3365,45219.16433,52062.98614,35084.27174,65978.34229,61744.97115,50978.52593,46691.48044,86075.9447,46552.06581,46552.06581,46552.06581,35392.28677,4714.434443,35813.56701
"sp|Q6P542|ABCF1_MOUSE","Abcf1","ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1",22222.36113,22228.54534,29996.70824,25285.88082,16174.56817,21488.46198,22834.46028,22580.5425,16141.33885,19336.21506,22412.7216,29794.59356,18592.29869,17634.40616,19088.04482,23709.21176,20523.4494,18459.60902,24169.6087,21394.07674,19476.30464,16262.45476,19564.37629,23842.28045,15612.67214,22103.61129,20620.6081,24173.42417,16070.34075,24040.12177,27107.39874,33390.09191,25100.78678,16064.37902,19043.179,21983.41554,16323.85947,19340.00614,24163.14936,36683.38794,14736.32499,19043.0369,25510.58852,26595.62033,21059.26562,14514.16556,27342.60529,28141.01639,23262.00527,23262.00527,23262.00527,9772.106384,7902.882854,19289.58812
"sp|Q99LE6|ABCF2_MOUSE","Abcf2","ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=2 SV=1",24409.3166,21837.31602,11283.40303,17599.94095,15198.11673,11969.78456,15848.92346,9977.947139,12925.1961,16221.01935,14265.43665,28466.16579,14082.32101,13804.83164,17640.00267,10764.06517,21497.7793,13202.34676,19417.41898,25147.96442,22487.83465,14905.49407,13964.33025,12353.67019,13820.50214,18063.20454,16372.95511,15882.11214,16883.24223,20351.24806,18968.71211,25998.43215,22697.06952,17105.53279,11663.01652,13065.34529,18880.92297,19422.99286,17163.72466,38219.68811,14302.53701,11751.95719,14208.16071,21893.9485,18430.31741,13683.51929,18853.74576,23752.21716,17152.97953,17152.97953,17152.97953,4972.276479,2492.723376,8288.158015
"sp|Q8K268|ABCF3_MOUSE","Abcf3","ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=1 SV=1",32344.23569,18651.13442,7560.793939,18805.95291,17182.77684,9711.054089,14295.4591,12458.87347,16122.58882,18272.12988,15681.90302,27219.13382,17863.17273,12471.64821,13146.14446,10062.64604,26936.23819,14272.97061,14878.22241,20781.01957,27527.27987,17369.16954,12523.68564,11255.18715,12652.51502,15711.20965,11845.85581,17488.61524,18904.31775,18711.82956,15267.22656,24781.21938,34421.22967,15236.55278,12926.1854,12443.71762,21547.69101,13263.13415,13250.36166,31748.88727,12381.50655,12799.30625,11763.58688,21067.53924,16562.33495,16345.12111,17789.14975,23063.37999,17544.26939,17544.26939,17544.26939,10187.06921,5576.128505,12065.5833
"sp|Q64343|ABCG1_MOUSE","Abcg1","ATP-binding cassette sub-family G member 1 OS=Mus musculus GN=Abcg1 PE=1 SV=1",23264.46634,21917.3704,21603.7978,26276.95127,25410.479,24142.63497,32177.31401,27584.56711,29860.99629,24119.99003,21467.20577,20544.49217,23932.73447,26075.1527,20537.83029,29185.30195,26395.61115,22446.53578,24397.3367,31243.42585,32673.52597,36712.04094,24211.16933,23755.9701,26782.07972,23687.85783,24600.80365,39321.28744,26636.07025,26622.6175,28828.14809,30042.03812,22603.77676,28796.6172,28204.54574,30235.30142,26728.80568,20702.64807,21536.68199,24399.51727,27926.73452,23538.85365,30993.45463,26663.46925,25736.04244,28157.7613,25266.57529,31309.06407,25956.29188,25956.29188,25956.29188,5291.854977,3369.29246,15161.89251
"sp|Q99LR1|ABD12_MOUSE","Abhd12","Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2",134292.6999,120003.3619,140807.1329,136001.8557,131270.484,146810.9449,127542.6076,136326.5346,141759.7821,119647.4453,138299.6703,124143.495,139616.9779,137719.0986,133885.5305,121361.051,131093.5711,135395.2738,119297.0618,134626.2493,144966.2889,128962.6385,134780.4926,133224.6783,138359.5927,124608.2408,130264.2334,127691.2598,126830.9844,126372.1562,118035.8962,116937.8224,142367.1879,127800.2076,165460.6683,121285.8339,127160.9018,120024.3297,132559.2523,124568.0857,124149.0227,136989.2047,107467.2459,115120.2775,120750.4502,133275.0194,140146.2667,111650.5624,127695.9656,127695.9656,127695.9656,32000.57593,23238.28183,40240.43453
"sp|Q9Z1Q2|ABHGA_MOUSE","Abhd16a","Abhydrolase domain-containing protein 16A OS=Mus musculus GN=Abhd16a PE=1 SV=3",169763.5969,146147.3014,200723.2599,172228.2742,205116.7258,204186.9158,162185.4329,187169.9998,211666.582,153186.1047,174015.4792,172273.1679,192193.1423,189178.2106,170308.8921,175119.1665,191530.064,156164.2367,161953.1328,182369.6106,220954.7227,198597.1626,182873.436,178558.8717,177027.9784,157651.3467,177891.7763,166711.6459,191174.7401,172390.0078,162863.4734,171721.5774,193041.3924,178739.7505,220520.3509,158250.5167,171785.8132,143297.2013,154433.092,174042.9227,193208.2167,164475.7467,145594.7848,166518.6323,153992.3683,182545.8992,165235.248,152242.598,177104.0615,177104.0615,177104.0615,53619.11698,46140.00969,76455.61667
"sp|Q99JW1|AB17A_MOUSE","Abhd17a","Alpha/beta hydrolase domain-containing protein 17A OS=Mus musculus GN=Abhd17a PE=2 SV=1",176091.6831,218489.003,205249.2767,172800.2785,172627.524,211736.1792,187330.7403,171347.9932,197180.2761,219772.5539,211245.3516,155056.1236,177063.8158,230026.0695,214192.3679,170319.5657,202258.0542,223260.4952,182628.2739,167175.5529,200494.7554,194778.8097,192719.1713,170842.324,185242.4108,210340.7642,212274.7166,162653.2453,183062.2349,211470.3789,175150.9246,152169.0806,166459.9433,203324.8206,210419.8912,173343.4548,191709.6038,214928.1173,214228.6918,145610.7567,183862.4641,205022.4124,180553.3019,168773.8644,185392.7501,188942.0898,205579.6597,158769.5039,196571.1211,196571.1211,196571.1211,21067.98906,29214.98112,29721.7699
"sp|Q7M759|AB17B_MOUSE","Abhd17b","Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus GN=Abhd17b PE=2 SV=1",176465.5095,227729.3476,205382.2135,194552.561,171451.3516,192554.5791,212366.2048,186661.1527,207945.6825,221012.064,215819.6191,170150.8817,181088.3943,234087.7769,221944.9719,200709.4601,212058.4367,240058.3487,208346.4761,189790.3233,201127.3721,201933.1886,191762.5129,184810.2025,186878.2348,217036.8413,220120.8764,204248.4057,192889.5477,221500.7173,195676.9865,175144.2333,166974.2745,217398.1321,209622.5263,213225.0178,190702.1994,234746.2044,230842.363,173037.5121,196348.3909,220370.8914,212261.0676,190695.8208,215127.5895,216389.8385,226736.0389,190871.9771,194199.9823,194199.9823,194199.9823,22669.15962,31598.12925,37558.46907
"sp|Q8VCV1|AB17C_MOUSE","Abhd17c","Alpha/beta hydrolase domain-containing protein 17C OS=Mus musculus GN=Abhd17c PE=2 SV=2",101439.2478,128002.3287,113111.5015,89243.07062,103510.7611,108624.9359,104823.7066,103280.0925,115604.3947,102811.6151,104810.3668,85792.61888,100959.5709,127002.6084,120189.2746,105405.9447,114427.375,124399.2872,105693.3536,97435.25143,115143.4182,115146.735,108128.9539,105114.0028,97424.25657,111314.4529,123717.3621,95107.95691,111158.7963,109883.6731,103719.2139,85304.90084,92618.90005,116697.3398,106639.7544,102284.0834,104073.3859,114152.9901,125415.7629,82178.56723,109492.7692,111613.4617,105614.4238,101242.702,116748.6306,113471.0528,116121.4989,96471.12858,105177.1233,105177.1233,105177.1233,18737.1368,10629.36041,15937.90139
"sp|Q8VD66|ABHD4_MOUSE","Abhd4","Abhydrolase domain-containing protein 4 OS=Mus musculus GN=Abhd4 PE=2 SV=1",121735.8631,103613.8988,92781.27024,100632.677,109366.9499,111775.6197,81375.06369,109960.7749,100387.3837,104910.6634,102620.7214,138927.0164,144002.9627,105281.7247,130534.9924,100354.4645,105488.6847,132492.4662,87742.54839,105274.9894,117943.4054,108390.4812,104000.9792,117498.1878,97401.39212,91241.10231,93345.00071,93605.24597,104246.8017,86413.19756,87750.3204,106996.7292,161681.5653,111350.2177,104590.5225,108449.9454,94287.91331,106053.6338,113822.7945,121260.9948,123978.6988,109787.7051,119294.5454,108784.2936,120301.7368,143651.6209,135612.8821,114766.9277,116384.804,116384.804,116384.804,43107.92722,19537.88128,33232.98027
"sp|Q8R2Y0|ABHD6_MOUSE","Abhd6","Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=2 SV=1",70207.37206,89026.03152,87237.55012,74269.9337,89556.48065,92230.33628,68717.03818,76673.38317,83033.69786,81201.17667,76724.97374,73414.90227,73022.75018,95890.14297,95716.47383,76165.23348,79931.45912,97738.14404,63979.79857,73848.5113,80175.14052,78883.38623,80409.35374,72847.41167,72839.02286,93814.00262,87799.3772,77149.3846,89616.74476,85152.15987,65134.98229,70411.29751,83066.57676,83322.53516,96812.68071,69139.91979,70324.64836,84020.50656,95809.76547,68956.502,77390.9178,84900.21584,63031.27653,67342.68315,75701.59685,86035.82839,87536.63727,67109.03368,76038.52978,76038.52978,76038.52978,22764.68122,15411.042,26218.55215
"sp|Q8CBW3|ABI1_MOUSE","Abi1","Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3",53374.30242,57496.05181,36769.79176,52184.67567,41080.19597,36588.29406,46520.68679,39936.43132,38761.61143,44888.37275,38892.51329,59200.81703,44918.98708,40722.73492,41996.55275,36365.80999,49434.47788,42779.67033,42114.61961,46332.02434,49539.66774,39407.56412,39240.17913,37999.01001,40570.8117,48760.47548,39032.70269,51718.92598,43431.88518,52099.25538,39701.40664,52015.82059,58614.33358,45364.65184,41686.73665,34615.61653,48393.55404,38946.16467,42700.05846,63850.13484,39240.56736,35510.4534,41018.14519,50448.9971,43557.63087,37660.55058,48123.96121,56095.46568,44937.23764,44937.23764,44937.23764,19618.82916,11705.5717,19418.08084
"sp|P62484|ABI2_MOUSE","Abi2","Abl interactor 2 OS=Mus musculus GN=Abi2 PE=2 SV=1",73922.30705,82998.81311,48985.55436,63166.92049,57005.79491,48209.65984,55273.61506,48945.28027,47514.79493,58221.64926,55288.05569,82174.28368,57412.94645,55547.53565,54795.49624,45754.19503,67392.64716,59267.88178,58674.84284,62847.84893,69821.22992,52030.31758,53032.71945,45117.4319,53981.70892,69936.90816,52546.321,59613.67656,56568.17023,71869.73469,53509.22801,68860.86434,84406.07922,57145.46853,54429.45342,45663.22417,63838.28314,55145.66809,63673.95552,86930.58983,51894.90985,48889.40876,50205.01728,71970.74484,57525.9662,46869.43724,68555.88893,80218.42519,60677.87666,60677.87666,60677.87666,21063.6141,13715.54507,23915.40204
"tr|A0A087WRS3|A0A087WRS3_MOUSE","Abi2","Abl interactor 2 OS=Mus musculus GN=Abi2 PE=4 SV=1",73922.30705,82998.81311,48985.55436,63166.92049,57005.79491,48209.65984,55273.61506,48945.28027,47514.79493,58221.64926,55288.05569,82174.28368,57412.94645,55547.53565,54795.49624,45754.19503,67392.64716,59267.88178,58674.84284,62847.84893,69821.22992,52030.31758,53032.71945,45117.4319,53981.70892,69936.90816,52546.321,59613.67656,56568.17023,71869.73469,53509.22801,68860.86434,84406.07922,57145.46853,54429.45342,45663.22417,63838.28314,55145.66809,63673.95552,86930.58983,51894.90985,48889.40876,50205.01728,71970.74484,57525.9662,46869.43724,68555.88893,80218.42519,60677.87666,60677.87666,60677.87666,21063.6141,13715.54507,23915.40204
"sp|Q4JIM5|ABL2_MOUSE","Abl2","Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1",27138.79916,23369.78061,19211.08505,23484.44548,22283.12276,20663.73054,22172.15036,17889.72001,20540.35189,30313.54788,24071.24641,31257.59136,22326.58098,23983.65436,24763.69272,16734.92058,23508.99192,23077.8768,24461.64349,29505.51456,24558.89843,24051.95184,22474.31939,20488.41213,23511.07051,27422.08803,25272.99947,20939.20973,22430.89113,26917.63325,25574.44339,37276.96813,30546.13518,21233.9675,19448.67882,25028.17731,24668.3463,21286.07154,22613.50264,34677.51026,22194.80684,24030.17384,27747.13424,22627.16063,23655.64551,20890.97391,26481.6558,23086.5203,25112.37917,25112.37917,25112.37917,7963.381778,5790.013903,12050.36879
"sp|Q5SSL4|ABR_MOUSE","Abr","Active breakpoint cluster region-related protein OS=Mus musculus GN=Abr PE=1 SV=1",199108.955,172304.3562,66740.49841,177074.5808,118810.2043,108221.3393,119116.6408,149562.0546,103242.84,148573.3748,126702.336,245734.2465,158656.2294,88052.8709,100822.7301,77469.33469,149831.9532,104185.1554,116470.1141,168592.7777,138613.2435,106598.56,106641.3557,105232.2601,122535.2185,113998.3556,92791.0932,157814.276,114095.2155,163255.2526,133267.3386,211230.629,255268.0765,106750.5802,116107.2149,99354.07084,143218.6412,126030.6996,125306.7658,254910.231,104763.4393,112456.4962,94935.92281,176100.6872,125209.1588,111503.464,151433.8807,215455.4201,142311.8203,142311.8203,142311.8203,94460.85061,57665.51951,106935.8791
"sp|Q921H8|THIKA_MOUSE","Acaa1a","3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1",11833.03497,12768.98134,14385.23538,14192.99018,12596.50866,12848.23814,11421.88894,12698.1739,10847.86361,11711.63101,17070.99824,13261.74076,9434.31001,21865.95172,13685.35499,8271.573864,9336.587933,16632.98486,10497.78959,14246.36003,12255.00791,11187.11519,17519.90358,12177.2887,10418.19347,17566.57004,14786.59923,12423.27845,10393.81571,12690.90192,10908.79242,11332.63558,19476.40671,11455.21736,16119.49099,13032.58985,8789.866202,15505.7992,18324.39974,17441.47811,10971.01266,16345.75444,11368.94271,11546.50179,11761.50493,12049.6442,14438.38866,9757.6698,13639.3027,13639.3027,13639.3027,2770.512,1988.852465,4087.259954
"sp|Q5SWU9-2|ACACA_MOUSE","Acaca","Isoform 2 of Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca",246675.8289,257624.0903,302079.4897,282203.4237,276690.3245,266724.0441,307025.1061,254527.4304,272069.3063,283762.7088,322670.4071,256488.7963,236956.4127,282590.5656,296617.3228,317575.4556,323149.6724,308964.7026,324184.4967,290588.3234,288862.8127,301875.5338,298299.3752,278865.3931,268680.9758,275459.3162,297962.985,289551.0553,306032.2298,289042.673,302343.2614,272702.7346,234165.7266,286820.5083,295145.063,310344.5537,311709.5576,254990.304,314826.5892,296949.2535,294531.4866,298324.4595,314134.5503,334025.0912,354962.0546,296258.0935,318868.824,321144.3413,284750.3143,284750.3143,284750.3143,44987.36438,31224.01171,56511.70992
"sp|Q5SWU9|ACACA_MOUSE","Acaca","Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1",248255.2993,257209.2881,301449.783,282046.7795,275797.3016,266556.8338,306977.2947,254617.5801,271581.9354,284027.2433,321727.9359,256591.7213,237258.3254,281702.2621,295362.3523,317343.793,323201.015,307836.427,324024.8198,290174.9548,289466.1699,300689.7767,297617.281,278308.3989,268545.7824,274802.1221,297457.9061,289315.4009,305881.6701,288386.18,302131.9231,272564.0215,235670.0381,286315.3223,293518.6082,309931.2381,311114.5006,254132.9295,313514.234,296829.8875,294614.1745,297656.5117,313266.2025,333919.0319,353793.7132,295724.2442,317928.3483,321095.7073,284082.7122,284082.7122,284082.7122,45147.83824,31242.17714,56465.37874
"sp|P50544|ACADV_MOUSE","Acadvl","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3",948293.2727,514959.4721,301881.6454,403880.8971,625281.6011,580839.3035,383057.5678,635385.5557,468613.8748,573636.1981,493861.5129,922267.9292,1335422.885,458709.5991,357131.8733,437720.1418,440679.9592,401850.4788,490773.309,496119.6896,458402.7152,642395.4453,492033.2951,687340.985,435455.7674,497096.0546,308010.9365,451752.7599,687299.5857,396053.0119,364705.3304,629162.9674,1063656.304,595232.747,367418.3658,360420.8137,482677.3929,304805.7544,328305.3341,633466.6865,673641.9785,424460.6866,500158.1075,394175.6915,621729.9605,586345.5793,320451.7656,561542.4945,527422.3383,527422.3383,527422.3383,79424.36803,42994.1934,78318.60627
"sp|Q6ZQK5|ACAP2_MOUSE","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Acap2 PE=1 SV=2",102367.0554,117725.0871,63931.03901,117494.4643,97143.95104,83942.24648,85326.57321,97270.92002,82811.84183,102550.4886,100357.8528,167210.507,102458.6342,66298.10176,93118.18981,56604.73784,105343.8971,72339.59356,86173.3833,113057.8079,106687.6474,101463.649,91029.38221,78583.58753,99758.30945,96991.67866,78975.20676,96816.13553,95970.35456,118090.0523,86805.94073,137762.4673,101492.1439,102689.998,88506.38066,71746.32682,103370.0053,87126.82675,89350.29251,175903.5978,92635.28105,86889.02623,72985.09577,124861.9375,89870.73279,100508.9185,107154.776,135734.0423,100352.4478,100352.4478,100352.4478,21277.66127,44701.42043,67130.84091
