"ProteinAccession","GN","ProteinDescription","Ctr_Avg","b1_s13_M_3","b2_s2_M_3","b2_s10_M_3","b3_s16_M_3","b1_s4_M_6","b2_s15_M_6","b3_s1_M_6","b3_s15_M_6","b1_s9_M_12","b1_s16_M_12","b2_s14_M_12","b3_s9_M_12","b1_s11_M_18","b2_s3_M_18","b2_s9_M_18","b3_s5_M_18","b1_s15_M_24","b2_s5_M_24","b3_s3_M_24","b3_s6_M_24","b1_s1_M_30","b1_s2_M_30","b2_s13_M_30","b3_s7_M_30","b1_s12_F_3","b2_s7_F_3","b2_s16_F_3","b3_s14_F_3","b1_s5_F_6","b2_s11_F_6","b3_s10_F_6","b3_s13_F_6","b1_s6_F_12","b1_s8_F_12","b2_s6_F_12","b3_s4_F_12","b1_s14_F_18","b2_s1_F_18","b2_s4_F_18","b3_s8_F_18","b1_s3_F_24","b2_s12_F_24","b3_s2_F_24","b3_s11_F_24","b1_s7_F_30","b1_s10_F_30","b2_s8_F_30","b3_s12_F_30","b1_s18_IR_IR","b2_s18_IR_IR","b3_s18_IR_IR","b1_s18_IR_IR < 0","b2_s18_IR_IR < 0","b3_s18_IR_IR < 0","b123_Neg"
"Q5SSL4","Abr","Active breakpoint cluster region-related protein OS=Mus musculus GN=Abr PE=1 SV=1",86354.0830733333,112754.871926667,85950.2731266667,-19613.5846633333,90720.4977266667,32456.1212266667,21867.2562266667,32762.5577266667,63207.9715266667,16888.7569266667,62219.2917266667,40348.2529266667,159380.163426667,72302.1463266667,1698.78782666667,14468.6470266667,-8884.74838333332,63477.8701266667,17831.0723266667,30116.0310266667,82238.6946266667,52259.1604266667,20244.4769266667,20287.2726266667,18878.1770266667,36181.1354266667,27644.2725266667,6437.01012666668,71460.1929266667,27741.1324266667,76901.1695266667,46913.2555266667,124876.545926667,168913.993426667,20396.4971266667,29753.1318266667,12999.9877666667,56864.5581266667,39676.6165266667,38952.6827266667,168556.147926667,18409.3562266667,26102.4131266667,8581.83973666668,89746.6041266667,38855.0757266667,25149.3809266667,65079.7976266667,129101.337026667,55957.7372266667,55957.7372266667,55957.7372266667,0,0,0,2
"Q921H8","Acaa1a","3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1",2948.87480633333,8884.16016366667,9820.10653366667,11436.3605736667,11244.1153736667,9647.63385366667,9899.36333366667,8473.01413366667,9749.29909366667,7898.98880366667,8762.75620366667,14122.1234336667,10312.8659536667,6485.43520366667,18917.0769136667,10736.4801836667,5322.69905766667,6387.71312666667,13684.1100536667,7548.91478366667,11297.4852236667,9306.13310366667,8238.24038366667,14571.0287736667,9228.41389366667,7469.31866366667,14617.6952336667,11837.7244236667,9474.40364366667,7444.94090366667,9742.02711366667,7959.91761366667,8383.76077366667,16527.5319036667,8506.34255366667,13170.6161836667,10083.7150436667,5840.99139566667,12556.9243936667,15375.5249336667,14492.6033036667,8022.13785366667,13396.8796336667,8420.06790366667,8597.62698366667,8812.63012366667,9100.76939366667,11489.5138536667,6808.79499366667,10690.4278936667,10690.4278936667,10690.4278936667,0,0,0,0
"Q5SWU9-2","Acaca","Isoform 2 of Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca",44241.02867,202434.80023,213383.06163,257838.46103,237962.39503,232449.29583,222483.01543,262784.07743,210286.40173,227828.27763,239521.68013,278429.37843,212247.76763,192715.38403,238349.53693,252376.29413,273334.42693,278908.64373,264723.67393,279943.46803,246347.29473,244621.78403,257634.50513,254058.34653,234624.36443,224439.94713,231218.28753,253721.95633,245310.02663,261791.20113,244801.64433,258102.23273,228461.70593,189924.69793,242579.47963,250904.03433,266103.52503,267468.52893,210749.27533,270585.56053,252708.22483,250290.45793,254083.43083,269893.52163,289784.06253,310721.02593,252017.06483,274627.79533,276903.31263,240509.28563,240509.28563,240509.28563,0,0,0,0
"Q5SWU9","Acaca","Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1",44285.1313733333,203970.167926667,212924.156726667,257164.651626667,237761.648126667,231512.170226667,222271.702426667,262692.163326667,210332.448726667,227296.804026667,239742.111926667,277442.804526667,212306.589926667,192973.194026667,237417.130726667,251077.220926667,273058.661626667,278915.883626667,263551.295626667,279739.688426667,245889.823426667,245181.038526667,256404.645326667,253332.149626667,234023.267526667,224260.651026667,230516.990726667,253172.774726667,245030.269526667,261596.538726667,244101.048626667,257846.791726667,228278.890126667,191384.906726667,242030.190926667,249233.476826667,265646.106726667,266829.369226667,209847.798126667,269229.102626667,252544.756126667,250329.043126667,253371.380326667,268981.071126667,289633.900526667,309508.581826667,251439.112826667,273643.216926667,276810.575926667,239797.580826667,239797.580826667,239797.580826667,0,0,0,0
"P50544","Acadvl","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3",66912.3892333333,881380.883466667,448047.082866667,234969.256166667,336968.507866667,558369.211866667,513926.914266667,316145.178566667,568473.166466667,401701.485566667,506723.808866667,426949.123666667,855355.539966667,1268510.49576667,391797.209866667,290219.484066667,370807.752566667,373767.569966667,334938.089566667,423860.919766667,429207.300366667,391490.325966667,575483.056066667,425120.905866667,620428.595766667,368543.378166667,430183.665366667,241098.547266667,384840.370666667,620387.196466667,329140.622666667,297792.941166667,562250.578166667,996743.914766667,528320.357766667,300505.976566667,293508.424466667,415765.003666667,237893.365166667,261392.944866667,566554.297266667,606729.589266667,357548.297366667,433245.718266667,327263.302266667,554817.571266667,519433.190066667,253539.376366667,494630.105266667,460509.949066667,460509.949066667,460509.949066667,0,0,0,0
"Q6ZQK5","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Acap2 PE=1 SV=2",44369.9742033333,57997.0811966667,73355.1128966667,19561.0648066667,73124.4900966667,52773.9768366667,39572.2722766667,40956.5990066667,52900.9458166667,38441.8676266667,58180.5143966667,55987.8785966667,122840.532796667,58088.6599966667,21928.1275566667,48748.2156066667,12234.7636366667,60973.9228966667,27969.6193566667,41803.4090966667,68687.8336966667,62317.6731966667,57093.6747966667,46659.4080066667,34213.6133266667,55388.3352466667,52621.7044566667,34605.2325566667,52446.1613266667,51600.3803566667,73720.0780966667,42435.9665266667,93392.4930966667,57122.1696966667,58320.0237966667,44136.4064566667,27376.3526166667,59000.0310966667,42756.8525466667,44980.3183066667,131533.623596667,48265.3068466667,42519.0520266667,28615.1215666667,80491.9632966667,45500.7585866667,56138.9442966667,62784.8017966667,91364.0680966667,55982.4735966667,55982.4735966667,55982.4735966667,0,0,0,0
"Q8BMP6","Acbd3","Golgi resident protein GCP60 OS=Mus musculus GN=Acbd3 PE=1 SV=3",6312.10190733333,26485.4029526667,18198.2372526667,11057.8857926667,18981.5268926667,21341.5831426667,12882.3154626667,17386.9467526667,17814.8133126667,19717.3486126667,22212.8329326667,18636.4599626667,24885.7311426667,21537.6491026667,17416.9146026667,21638.9464526667,15630.3164226667,25252.9156326667,16603.8422726667,20613.4202226667,24065.9291926667,23691.1760426667,23128.5686626667,18365.8238526667,18232.6603926667,18008.5009926667,17699.1078526667,14163.3966326667,23069.3091626667,22715.6365826667,20035.7286526667,19973.8166426667,17802.4568526667,27405.1897026667,23288.7019926667,19222.4281726667,20103.3819626667,23427.3903126667,15750.7057626667,18041.1749126667,21815.9844626667,22340.5005126667,17653.2895226667,21085.7793426667,20020.9397026667,23250.3472626667,21812.2646326667,21334.7959226667,20380.5618926667,19900.4511126667,19900.4511126667,19900.4511126667,0,0,0,0
"P09470","Ace","Angiotensin-converting enzyme OS=Mus musculus GN=Ace PE=1 SV=3",8147.455261,36168.478279,42340.271059,41779.879389,45835.834499,43047.865969,50981.082829,45194.986219,46759.315639,45331.733099,56955.894729,56076.912359,46260.260119,47919.482409,55117.581589,47939.773769,45209.590489,44737.646359,53590.019159,55618.686729,48828.152839,44557.804589,51203.528599,48930.436029,57440.403549,42679.262609,49601.302349,44841.318199,40430.709319,43973.726599,41031.583179,45055.574179,45134.204549,42162.316709,48935.288189,46078.080089,48317.863179,45600.127959,41262.107439,46202.787259,44829.302519,48119.073059,46850.200109,50697.293269,46425.753119,45457.025749,44507.452989,38486.781109,41460.497399,46697.089719,46697.089719,46697.089719,0,0,0,0
"P21836","Ache","Acetylcholinesterase OS=Mus musculus GN=Ache PE=1 SV=1",5787.154559,9930.664591,10559.529191,13495.267611,11885.837161,10294.705771,15252.545821,10308.874511,13967.552891,14114.225191,9991.792061,15107.311761,13066.155791,13561.637451,14073.161211,10933.211221,13471.911101,13837.619611,12486.293191,13690.512471,11907.706191,14023.175401,11253.571951,11377.857321,14063.739111,12240.832961,11195.387011,12164.667431,12494.391141,13623.942651,12806.008591,12639.263591,10437.612971,13699.095041,11152.389851,15119.689071,12357.076071,11513.731791,11839.143271,11232.357491,11478.321401,10190.525671,10140.989721,8863.029701,14046.561651,8356.406311,15706.440541,13001.259241,10850.227661,12007.040771,12007.040771,12007.040771,0,0,0,0
"Q9JIX8","Acin1","Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1 PE=1 SV=3",16706.6509366667,62262.6405333333,28646.2530933333,92264.7648633333,52211.0206733333,47561.4394433333,39121.8721833333,28060.5153933333,57094.9703933333,37229.9886733333,46474.5288333333,32583.2017133333,50172.4382033333,45171.5311233333,27931.1043233333,48916.3251733333,70012.9322733333,43828.2831933333,24720.9543233333,36324.0551933333,38682.6565333333,40636.1595433333,33562.0022633333,26299.1314633333,45533.8115233333,39554.8071433333,43315.9680233333,23176.8438633333,55985.7511433333,43637.8811533333,31089.2769933333,30016.2603733333,40498.7265233333,53014.3789033333,37550.9658033333,41020.0433133333,23108.3573133333,45729.0983633333,15489.2033333333,35946.2554833333,33364.2841233333,40879.1939233333,51378.1366333333,43548.6537433333,35310.3474833333,42714.0662433333,47875.5372433333,35886.0278233333,29346.6077433333,36833.3837133333,36833.3837133333,36833.3837133333,0,0,0,0
"Q9JIX8-4","Acin1","Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1",15900.4766266667,63928.5459833333,29220.2624733333,92513.1062733333,52875.3907133333,47505.4241733333,39642.2560733333,28435.6969133333,56495.5863233333,37340.7564533333,47197.4371933333,33137.0575533333,49671.2612633333,46457.5912633333,28508.7746033333,49386.5705233333,67941.5188333333,44454.3935433333,25315.0575933333,37016.0013133333,39906.4292033333,41102.9271633333,34666.8690833333,26885.1559333333,45344.9875933333,40559.2023233333,43814.8820233333,23778.8515533333,56423.0551333333,45070.7170333333,31650.7803433333,30753.8681433333,41321.8227033333,53617.8191833333,38619.3316933333,41530.7103233333,24520.4256833333,46999.5103033333,16130.5646433333,36482.8955933333,33812.2671733333,42057.7258633333,51835.7797933333,43131.4342233333,36453.0151133333,43891.6924733333,48054.6080233333,36422.9762433333,30533.8635933333,37365.4825533333,37365.4825533333,37365.4825533333,0,0,0,0
"Q91V92","Acly","ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1",42543.9544433333,45358.3674966667,62572.8106566667,18735.5368266667,44621.5292066667,30504.3778566667,19879.6502866667,37594.2520466667,26727.1707166667,10351.8393866667,26825.2080866667,33485.6192866667,36025.3551966667,12182.7640066667,24689.1443466667,18472.7244766667,26420.8759766667,49203.3769666667,49517.0137666667,42141.6879466667,52737.0812566667,45021.2453966667,26081.8038066667,36888.8725866667,24432.0188266667,24909.7729766667,36788.7569866667,30742.0534466667,40814.7920966667,37076.1186566667,60073.3235566667,45993.9126566667,28048.4004466667,22275.8104066667,31795.2400366667,24379.8629266667,27881.6108966667,39202.4842666667,47496.5022366667,49936.1833066667,46034.2512966667,22393.1918466667,24324.9890066667,34211.3475366667,58514.8851566667,44482.6294266667,17179.5154966667,37347.3903766667,73608.6000566667,36441.5743066667,36441.5743066667,36441.5743066667,0,0,0,0
"Q99KI0","Aco2","Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",14474.5734556667,25052.5633443333,13428.1815143333,156806.523944333,24766.6729043333,34858.3984343333,17438.9162443333,10978.0936343333,19098.9317543333,46248.0935343333,24668.7891243333,13617.4370343333,28832.0440543333,20784.4973743333,14090.5386843333,28565.9007943333,57024.5179643333,15868.6629043333,13346.7238543333,11769.5491343333,32574.5271543333,32011.1489143333,20994.2763743333,28262.0460943333,41880.3755343333,24875.3513943333,16240.4535843333,15107.1508043333,27636.6553643333,22493.9016543333,17411.1235743333,38164.3039543333,24113.4362043333,60970.2614843333,28748.4243243333,20939.5116743333,8080.45313433333,17942.1348243333,13779.0131343333,13256.0911043333,68211.9700443333,21508.6618743333,37610.2176543333,8775.38570433333,15035.7871143333,23713.9102143333,26581.4022543333,20840.8681043333,20422.0453543333,24993.2547143333,24993.2547143333,24993.2547143333,0,0,0,0
"Q8VHQ9","Acot11","Acyl-coenzyme A thioesterase 11 OS=Mus musculus GN=Acot11 PE=2 SV=1",124479.428406667,807410.337693333,859958.671293333,741996.895593333,583512.142193333,1294845.22759333,757926.689993333,812616.404293333,873645.952693333,753849.830393333,800859.314693333,678759.019393333,650766.792893333,903425.412593333,802502.632093333,990836.414593333,699907.379793333,1084192.90959333,963234.502593333,705987.872093333,972444.811593333,1057955.55059333,1165478.67759333,898022.472593333,750838.391793333,951295.977593333,878636.082593333,849151.483093333,867564.808493333,1035778.13759333,799807.398193333,957497.274593333,738919.741993333,743931.955293333,944701.761593333,915179.093593333,1089092.40159333,897496.999593333,808284.070493333,813599.152393333,738438.004993333,1129509.05959333,991693.489593333,958710.140593333,956924.005593333,1105382.95859333,1272494.82059333,1399687.02159333,1033603.02959333,885491.779593333,885491.779593333,885491.779593333,0,0,0,0
"Q91V12","Acot7","Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=2",16526.203504,73657.795096,54705.997146,20109.896036,28522.855036,24887.552326,16341.337166,23848.802656,6587.730346,10738.193776,22432.504626,23793.496416,20447.069876,15291.261436,28789.599746,29687.160236,1840.105406,35371.587186,45295.465626,22516.068816,19259.391466,46927.075026,27923.253856,23735.815736,7135.487956,22120.207276,45583.718216,20852.239376,17911.034306,34738.169646,51755.624396,13366.401856,16030.634896,20502.114386,42749.227536,32203.637716,13020.473286,33710.871736,27051.460746,40147.292216,39930.328306,20674.631146,26832.325656,14847.850876,24474.140676,42849.450946,20500.294536,32952.892746,45914.074706,26418.086916,26418.086916,26418.086916,0,0,0,0
"P24638","Acp2","Lysosomal acid phosphatase OS=Mus musculus GN=Acp2 PE=2 SV=2",15651.8828066667,60757.1018933333,75783.0378633333,63426.2160333333,68064.4445433333,81934.0596933333,78016.1089433333,68006.7640333333,58536.5083633333,101921.470093333,78321.0948833333,75066.0452333333,63761.0388233333,72463.4039633333,81316.7438433333,65332.9763133333,64130.2565733333,72630.1711633333,70189.8462833333,70066.7156433333,73347.7493633333,91212.1440933333,88060.1410933333,87416.9397933333,76162.7579733333,83376.2041633333,70251.7648433333,88940.6398933333,60769.8138433333,80763.2664433333,75461.0909833333,67503.0906333333,62896.0437033333,59336.3705633333,59689.6040233333,98130.2776933333,75912.4304333333,82399.3529033333,90657.4932933333,72946.3022333333,56521.7120033333,84034.7929633333,66051.2431233333,59771.0007733333,64868.3986533333,62339.8534933333,76061.7096833333,79357.7411633333,61267.6137333333,70428.6391333333,70428.6391333333,70428.6391333333,0,0,0,0
"Q3V140","Acrbp","Acrosin-binding protein OS=Mus musculus GN=Acrbp PE=2 SV=1",13068.6195,54713.21295,21849.95415,1593.98604,40848.05469,34893.34857,13864.25856,14018.30339,28563.44892,25469.18012,43031.07361,15164.10784,56748.32364,48874.12697,1191.91159,11364.36648,2768.50525,36321.21929,11007.83022,18838.79149,33456.15646,33287.97176,27554.02565,8496.49594,16076.2167,33897.26321,11380.64028,7685.86263,21437.51798,21066.57761,19077.62119,16943.90903,48348.37941,86262.25229,18842.26176,10321.57644,7691.2756,32046.79896,7698.95063,11497.25166,62938.28257,24261.17376,16237.64678,10806.17964,28827.19075,24629.01644,25648.32791,20336.90674,34580.90467,25094.64519,25094.64519,25094.64519,0,0,0,0
"D3Z2G8","Acsbg1","Long-chain-fatty-acid--CoA ligase ACSBG1 (Fragment) OS=Mus musculus GN=Acsbg1 PE=1 SV=1",31560.74339,161264.15401,250538.21701,213209.18191,215555.67801,269558.54611,182635.18811,283770.42261,178459.20621,216903.04821,215176.85041,238248.09061,176002.54261,173407.65371,257771.14591,262067.23221,263961.85561,245495.31731,249787.51791,281655.31541,238056.62651,250740.69631,241940.84681,259601.58591,229840.61091,248184.49031,223760.24531,236752.13121,237259.21011,222314.82791,227079.27781,268791.96211,210576.88191,126332.31631,221614.53911,235744.22241,294511.57141,248143.72521,295659.24311,229309.36571,213682.51091,262036.14101,258410.41721,338838.65081,276269.57771,269228.94771,266527.85521,325923.25161,294581.80761,240636.18871,240636.18871,240636.18871,0,0,0,0
"Q99PU5","Acsbg1","Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus GN=Acsbg1 PE=1 SV=1",488143.987766667,2613071.85923333,3544052.65023333,2982903.88323333,2713360.83323333,4924227.48023333,2577035.95923333,3372670.90823333,2491299.94823333,3911013.09223333,3149948.73123333,3374429.56823333,2451061.72923333,2702571.50423333,3591253.94523333,3522611.44723333,3467603.35823333,3855523.37523333,3191108.09823333,3354125.36323333,3441761.79323333,4006017.25523333,4347627.05923333,4204949.15423333,2864590.06423333,3911436.03323333,3014482.38823333,3342620.52523333,3224227.59023333,3904219.57923333,3420710.08423333,3634618.33923333,3041841.14523333,2300297.60923333,3457778.76123333,3822626.31723333,3716652.33723333,3898737.33423333,3738599.59623333,2983150.58623333,2957760.26923333,4754986.11623333,3464558.66423333,3509758.53423333,4068440.20023333,4506065.63423333,4642178.28523333,4665810.65423333,4221475.27323333,3304072.56623333,3304072.56623333,3304072.56623333,0,0,0,0
"P41216","Acsl1","Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2",79872.4739833333,720873.808516667,1112850.26301667,503536.204516667,459798.653616667,808755.470516667,409242.507716667,711537.905916667,388610.054416667,935311.828016667,573258.689616667,644662.195516667,400151.521516667,481207.711816667,582153.381416667,381854.900616667,585328.189616667,889162.622916667,476947.125816667,657613.066216667,509602.317816667,546461.567016667,909049.355316667,753896.544416667,461502.238916667,716454.363316667,447859.095216667,792078.914116667,775646.876316667,900479.742916667,600698.761916667,839964.212416667,545546.127816667,395673.537416667,640373.116116667,544684.956116667,619318.247716667,741573.428716667,481768.922316667,519371.195916667,531862.366416667,639331.010016667,462648.706016667,483650.887016667,719393.929416667,786624.711716667,826714.749716667,495739.746516667,1015515.13101667,599587.666316667,599587.666316667,599587.666316667,0,0,0,0
"Q9CZW4","Acsl3","Long-chain-fatty-acid--CoA ligase 3 OS=Mus musculus GN=Acsl3 PE=1 SV=2",20364.1390833333,85001.4328166667,59676.1335866667,55727.9342066667,62947.6149666667,78600.4144266667,88796.3369166667,49878.5384966667,94432.0891166667,77199.4157566667,76435.0990866667,51377.7925566667,82947.8131166667,94372.2721166667,49239.1315666667,57760.7114666667,60798.3509566667,57450.0347966667,43741.7102266667,51174.4589766667,73537.5284666667,74612.7313166667,71311.4498566667,58991.1887866667,77172.4860166667,68554.4349566667,52281.7800366667,48764.0692166667,65978.8397666667,67975.9439266667,43315.0659266667,54434.8615466667,69196.0604766667,95043.6130166667,50403.4817066667,67353.1058366667,47429.7314666667,61776.7290666667,40168.7394466667,51867.4944166667,68167.0030166667,64763.5284166667,63347.4744066667,45091.6214666667,52414.7760366667,55310.4744766667,74152.1593466667,55962.8118566667,65407.8681266667,62590.7146966667,62590.7146966667,62590.7146966667,0,0,0,0
"Q9QUJ7","Acsl4","Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus GN=Acsl4 PE=2 SV=2",10369.0583843333,48719.9104856667,36917.9088656667,27956.0229056667,33196.6684456667,40695.1950456667,43576.8562056667,28213.1968056667,47209.9168656667,38597.8983756667,39526.9731956667,26362.3304056667,40432.1409056667,48411.5410656667,27382.4637256667,31588.0261056667,29203.8157356667,38066.3732656667,26296.6934956667,25401.3009856667,36825.3584256667,43968.3016156667,36432.4584456667,30628.2441256667,36496.0199656667,40884.7094656667,28240.4872456667,26645.0601156667,37212.0058856667,39949.5299156667,24680.8100956667,34815.8274356667,35429.8856256667,46152.8522456667,33516.8891356667,36583.9111656667,27778.3408556667,35082.3799856667,24949.6700656667,27014.3485356667,38620.5863556667,40037.8230056667,31804.2134356667,23593.3755756667,29409.3109756667,34881.3068656667,40859.4631256667,34748.1259156667,38743.3235056667,32686.2422956667,32686.2422956667,32686.2422956667,0,0,0,0
"Q8JZR0","Acsl5","Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1",21882.3477633333,110486.438736667,156354.672936667,98130.4963366667,92154.1235366667,130309.983036667,87165.7367366667,119376.123136667,86591.6849366667,154260.123836667,96493.1106366667,106061.365236667,84437.9258366667,91945.8144366667,105357.318436667,83399.9098366667,107327.952436667,126382.125636667,92219.0151366667,107134.618636667,102485.381136667,107134.845636667,135763.895336667,119457.724736667,94854.6636366667,111404.718836667,87620.8923366667,120514.678236667,133053.669436667,129951.547836667,99091.9176366667,138141.959836667,102003.448136667,83471.9652366667,113211.812736667,117356.416336667,114446.069236667,111342.964336667,92175.4166366667,101349.212136667,102453.757336667,105164.402036667,88792.3272366667,90893.1530366667,114021.562036667,125161.929136667,130139.379436667,103735.343236667,146393.879836667,106532.285136667,106532.285136667,106532.285136667,0,0,0,0
"Q91WC3","Acsl6","Long-chain-fatty-acid--CoA ligase 6 OS=Mus musculus GN=Acsl6 PE=2 SV=1",70930.48094,240558.19036,186527.74686,220837.90306,199312.09246,294413.16226,247793.66216,181528.91176,248663.17786,273684.62836,216023.50506,206608.59806,206057.25696,272397.04686,210024.80756,192512.91466,219886.41066,262152.32246,164762.00456,183590.44566,225327.42706,287686.64806,274580.92006,212526.60826,210146.63806,269941.95326,171574.87456,181846.62886,219174.45986,250390.91706,187650.86346,208655.21076,204075.83156,275677.69936,224123.66156,281848.51656,165458.13806,256469.03186,157395.99296,164659.09086,203207.70636,244841.68086,200792.52066,133302.05506,200119.52356,232085.77656,270488.81086,219237.95816,195782.03386,202744.59836,202744.59836,202744.59836,0,0,0,0
"B1ARG5","Acsl6","Long-chain-fatty-acid--CoA ligase 6 (Fragment) OS=Mus musculus GN=Acsl6 PE=4 SV=1",22423.1726033333,79635.5732966667,73789.9859366667,73408.0332666667,70294.9775466667,93252.0980966667,80454.9916966667,65466.7210666667,81480.4146966667,86753.7617966667,71734.3584666667,73925.7805866667,69181.2236466667,86766.1781966667,78228.7409966667,67848.7966766667,76248.9177566667,83938.5981966667,55882.5434166667,64539.4887766667,84902.1386966667,94898.8811966667,80682.4896966667,71273.7454366667,71866.4370566667,87220.0324966667,62897.5061066667,63119.5762866667,72327.7623466667,83418.2427966667,66672.3474266667,65713.5815066667,75772.4639266667,86897.1413966667,71177.6728366667,94418.0141966667,54947.2052166667,82380.2483966667,55369.1501366667,57583.9357166667,69561.3519166667,78151.7204966667,72214.9367666667,37944.2909066667,69216.5119966667,69151.7213066667,87122.7369966667,75623.2469566667,66274.3771466667,70829.7932366667,70829.7932366667,70829.7932366667,0,0,0,0
"P68134","Acta1","Actin, alpha skeletal muscle OS=Mus musculus GN=Acta1 PE=1 SV=1",1700271.57766667,8822721.77233333,7316684.16533333,5107355.18233333,7584819.93333333,16944217.2123333,5397240.01833333,7767538.68033333,4033929.46633333,6974412.59233333,17052858.3323333,14245329.8423333,9906493.37233333,11915104.9723333,14928613.4623333,4528492.39633333,5612204.31133333,4147357.38233333,6388844.69933333,10071760.7623333,11978823.4723333,4884078.78933333,12078603.2323333,10169015.4123333,8450313.24233333,6542204.66633333,15313762.7223333,5124685.55533333,4752325.49133333,12202887.4323333,11142509.7423333,3881417.48033333,10590680.3023333,13713743.7723333,10577123.2123333,4138160.89133333,3848033.94433333,11566998.7823333,3280589.47933333,4340395.79933333,15179090.7423333,14078271.0823333,8552016.41233333,9686342.75233333,3475154.97233333,11065795.3723333,9834213.11233333,3973678.18733333,6282051.05133333,9313982.52233333,9313982.52233333,9313982.52233333,0,0,0,0
"P60710","Actb","Actin, cytoplasmic 1 OS=Mus musculus GN=Actb PE=1 SV=1",1703160.119,8767950.101,7211250.749,5110273.544,7620876.467,17153380.591,5501035.617,7705501.099,4012592.523,6998028.902,16852404.511,13870987.241,10019729.961,11835805.571,14307408.001,4630023.477,5646949.943,4202057.248,6334721.602,9916775.341,11961977.771,4858294.978,12224491.581,10263368.131,8402542.721,6488602.602,14471447.121,5240610.022,4827588.09,12299595.531,10886937.391,3982526.224,10634079.811,13858762.031,10583239.871,4208611.244,3823214.45,11465576.721,3357021.574,4413062.962,15237232.391,14254110.301,8623078.371,9398303.641,3534970.943,11048318.871,9869892.991,4094815.223,6357405.191,9181684.901,9181684.901,9181684.901,0,0,0,0
"Q8BFZ3","Actbl2","Beta-actin-like protein 2 OS=Mus musculus GN=Actbl2 PE=1 SV=1",1383344.90443333,7421684.42156667,5571756.77056667,3905421.02856667,6113394.12656667,13896374.8955667,4211856.21356667,6241422.24056667,3168864.90956667,5966917.42956667,13125910.4555667,11194465.6855667,8078048.08856667,9823708.09556667,11448806.5355667,3470177.91356667,4364616.30556667,4142187.81256667,4869103.04556667,7809157.35756667,9571717.62556667,4529865.48256667,10274409.6155667,8126193.64656667,6693904.87756667,5765636.01556667,11550212.2455667,4134473.87056667,3682606.16456667,10241858.9055667,8729029.91556667,3061050.02856667,8643142.52556667,11125164.7655667,8885017.05556667,3337613.64056667,2973892.34756667,9212761.26556667,2538501.73656667,3334310.26356667,12260491.6355667,11574212.3555667,6771913.14956667,7392567.23556667,2780417.86956667,9427192.71556666,8142068.84956667,3139591.89456667,5061898.02756667,7399332.47756667,7399332.47756667,7399332.47756667,0,0,0,0
"P63268","Actg2","Actin, gamma-enteric smooth muscle OS=Mus musculus GN=Actg2 PE=1 SV=1",1699875.409,8834329.571,7332679.521,5108801.375,7623581.003,16994783.881,5390886.335,7790038.788,4007043.51,6972605.453,17138068.021,14340557.381,10000454.481,11961474.911,15067055.801,4492972.65,5607890.432,4121118.322,6398206.991,10163382.881,12095807.341,4846485.624,12114774.841,10149350.471,8512718.551,6504070.716,15391276.911,5104289.331,4735737.865,12185061.471,11231379.341,3878436.061,10662597.161,13777446.001,10586905.211,4123393.939,3822513.473,11595884.451,3244521.488,4335047.905,15289008.561,14119095.801,8568535.011,9737006.091,3451445.046,11078409.771,9823027.861,3951786.827,6280328.567,9338234.231,9338234.231,9338234.231,0,0,0,0
"Q7TPR4","Actn1","Alpha-actinin-1 OS=Mus musculus GN=Actn1 PE=1 SV=1",55192.4864166667,205676.289983333,133685.214583333,119504.910183333,228182.367783333,441838.815083333,130519.249283333,131775.127583333,101435.052983333,144425.237983333,356794.633183333,283652.410883333,311987.588483333,294622.611383333,180434.163183333,91618.7050833333,99758.6875833333,94472.4704833333,114310.812083333,173303.903683333,248847.118083333,119773.137683333,211281.741683333,222617.816683333,202198.039283333,138517.106783333,257673.827383333,84830.8902833333,161799.920483333,293898.224683333,228512.839883333,113805.920183333,339165.904783333,473417.243683333,238767.317283333,100660.642883333,69024.7891833333,242403.616683333,80184.4736833333,112273.693583333,433821.859783333,300687.099383333,197273.294483333,184423.010183333,109001.155983333,212108.990483333,236641.492283333,97322.6816833333,162785.779783333,189404.417383333,189404.417383333,189404.417383333,0,0,0,0
